ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,PRODUCTCODE,CUSTOMERNAME,CITY,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,Unnamed: 18
10245,37,100.0,1,4133.64,,shipped,2,5,2004,trucks and buses,s32_1268,super scale inc.,new haven,Usa,murphy,leslie,medium,
10259,45,86.68,11,3900.6,2004-06-15,shipped,2,6,2004,trucks and buses,s32_1268,handji gifts& co,singapore,Singapore,victorino,wendy,medium,
10270,32,85.72,1,2743.04,2004-07-19,shipped,3,7,2004,trucks and buses,s32_1268,souveniers and things co.,chatswood,Australia,huxley,adrian,small,
10281,29,82.83,8,2402.07,2004-08-19,shipped,3,8,2004,trucks and buses,s32_1268,diecast classics inc.,allentown,Usa,yu,kyung,small,
10291,26,83.79,3,2178.54,,shipped,3,9,2004,trucks and buses,s32_1268,scandinavian gift ideas,boras,Sweden,larsson,maria,small,
10305,28,100.0,12,3155.04,2004-10-13,shipped,4,10,2004,trucks and buses,s32_1268,marta's replicas co.,cambridge,Usa,hernandez,marta,medium,
10313,27,87.64,6,2366.28,2004-10-22,shipped,4,10,2004,trucks and buses,s32_1268,canadian gift exchange network,vancouver,Canada,tannamuri,yoshi,small,
10324,20,98.18,11,1963.6,,shipped,4,11,2004,trucks and buses,s32_1268,vitachrome inc.,nyc,Usa,frick,michael,small,
10335,44,100.0,1,4746.28,2004-11-19,shipped,4,11,2004,trucks and buses,s32_1268,mini gifts distributors ltd.,san rafael,Usa,nelson,valarie,medium,
10348,42,100.0,3,6386.94,,shipped,4,11,2004,trucks and buses,s32_1268,"corrida auto replicas, ltd",madrid,Spain,sommer,mart¡n,medium,
10358,41,100.0,1,4428.0,,shipped,4,12,2004,trucks and buses,s32_1268,euro shopping channel,madrid,Spain,freyre,diego,medium,
10371,26,100.0,1,4044.04,2005-01-23,shipped,1,1,2005,trucks and buses,s32_1268,mini gifts distributors ltd.,san rafael,Usa,nelson,valarie,medium,
10382,26,100.0,6,2708.42,2005-02-17,shipped,1,2,2005,trucks and buses,s32_1268,mini gifts distributors ltd.,san rafael,Usa,nelson,valarie,small,
10411,26,100.0,1,2904.72,,shipped,2,5,2005,trucks and buses,s32_1268,quebec home shopping network,montreal,Canada,fresnisre,jean,small,
10425,41,86.68,11,3553.88,2005-05-31,in process,2,5,2005,trucks and buses,s32_1268,la rochelle gifts,nantes,France,labrune,janine,medium,
10107,20,92.9,8,1858.0,2003-02-24,shipped,1,2,2003,motorcycles,s32_1374,land of toys inc.,nyc,Usa,yu,kwai,small,
10120,22,100.0,6,2461.36,2003-04-29,shipped,2,4,2003,motorcycles,s32_1374,"australian collectors, co.",melbourne,Australia,ferguson,peter,small,
10133,23,100.0,1,2642.01,2003-06-27,shipped,2,6,2003,motorcycles,s32_1374,euro shopping channel,madrid,Spain,freyre,diego,small,
10145,33,93.9,12,3098.7,2003-08-25,shipped,3,8,2003,motorcycles,s32_1374,toys4grownups.com,pasadena,Usa,young,julie,medium,
10168,28,100.0,7,3244.36,2003-10-28,shipped,4,10,2003,motorcycles,s32_1374,technics stores inc.,burlingame,Usa,hirano,juri,medium,
10188,44,98.89,7,4351.16,2003-11-18,shipped,4,11,2003,motorcycles,s32_1374,herkku gifts,bergen,Norway,oeztan,veysel,medium,
10210,46,79.91,5,3675.86,,shipped,1,1,2004,motorcycles,s32_1374,osaka souveniers co.,osaka,Japan,kentary,mory,medium,
10223,21,100.0,7,2475.27,2004-02-20,shipped,1,2,2004,motorcycles,s32_1374,"australian collectors, co.",melbourne,Australia,ferguson,peter,small,
10235,41,100.0,1,4177.49,,shipped,2,4,2004,motorcycles,s32_1374,"royal canadian collectables, ltd.",tsawassen,Canada,lincoln,elizabeth,medium,
10250,31,100.0,2,3282.28,,shipped,2,5,2004,motorcycles,s32_1374,the sharp gifts warehouse,san jose,Usa,frick,sue,medium,
10263,31,79.91,8,2477.21,2004-06-28,shipped,2,6,2004,motorcycles,s32_1374,gift depot inc.,bridgewater,Usa,king,julie,small,
10275,23,81.91,7,1883.93,2004-07-23,shipped,3,7,2004,motorcycles,s32_1374,la rochelle gifts,nantes,France,labrune,janine,small,
10285,37,98.89,12,3658.93,2004-08-27,shipped,3,8,2004,motorcycles,s32_1374,marta's replicas co.,cambridge,Usa,hernandez,marta,medium,
10297,26,100.0,2,2856.88,2004-09-16,shipped,3,9,2004,motorcycles,s32_1374,"clover collections, co.",dublin,Ireland,cassidy,dean,small,
10308,24,79.91,5,1917.84,2004-10-15,shipped,4,10,2004,motorcycles,s32_1374,mini classics,white plains,Usa,frick,steve,small,
10318,47,100.0,7,5305.36,,shipped,4,11,2004,motorcycles,s32_1374,diecast classics inc.,allentown,Usa,yu,kyung,medium,
10329,45,63.91,11,2875.95,2004-11-15,shipped,4,11,2004,motorcycles,s32_1374,land of toys inc.,nyc,Usa,yu,kwai,small,
10340,55,100.0,2,6482.85,2004-11-24,shipped,4,11,2004,motorcycles,s32_1374,enaco distributors,barcelona,Spain,saavedra,eduardo,medium,
10353,46,81.17,5,3733.82,,shipped,4,12,2004,motorcycles,s32_1374,gift ideas corp.,glendale,Usa,lewis,dan,medium,
10363,50,100.0,2,6576.5,,shipped,1,1,2005,motorcycles,s32_1374,suominen souveniers,espoo,Finland,suominen,kalle,medium,
10375,37,100.0,3,6353.27,,shipped,1,2,2005,motorcycles,s32_1374,la rochelle gifts,nantes,France,labrune,janine,medium,
10387,44,94.9,1,4175.6,,shipped,1,3,2005,motorcycles,s32_1374,"dragon souveniers, ltd.",singapore,Singapore,natividad,eric,medium,
10401,49,100.0,1,4992.61,,on hold,2,4,2005,motorcycles,s32_1374,tekni collectables inc.,newark,Usa,brown,william,medium,
10416,45,100.0,2,4764.6,,shipped,2,5,2005,motorcycles,s32_1374,l'ordine souveniers,reggio emilia,Italy,moroni,maurizio,medium,
10108,27,43.45,13,1173.15,,shipped,1,3,2003,motorcycles,s32_2206,cruz & sons co.,makati city,Philippines,cruz,arnold,small,
10122,31,44.66,17,1384.46,,shipped,2,5,2003,motorcycles,s32_2206,marseille mini autos,marseille,France,lebihan,laurence,small,
10135,33,40.23,14,1327.59,,shipped,3,7,2003,motorcycles,s32_2206,mini gifts distributors ltd.,san rafael,Usa,nelson,valarie,small,
10145,31,35.8,1,1109.8,2003-08-25,shipped,3,8,2003,motorcycles,s32_2206,toys4grownups.com,pasadena,Usa,young,julie,small,
10159,35,35.4,9,1239.0,,shipped,4,10,2003,motorcycles,s32_2206,corporate gift ideas co.,san francisco,Usa,brown,julie,small,
10169,26,39.83,9,1035.58,,shipped,4,11,2003,motorcycles,s32_2206,"anna's decorations, ltd",north sydney,Australia,o'hara,anna,small,
10180,34,45.46,4,1545.64,,shipped,4,11,2003,motorcycles,s32_2206,daedalus designs imports,lille,France,rance,martine,small,
10190,46,32.99,1,1517.54,2003-11-19,shipped,4,11,2003,motorcycles,s32_2206,euro shopping channel,madrid,Spain,freyre,diego,small,
10211,41,42.24,9,1731.84,2004-01-15,shipped,1,1,2004,motorcycles,s32_2206,auto canal petit,paris,France,perrier,dominique,small,
10224,43,39.43,2,1695.49,2004-02-21,shipped,1,2,2004,motorcycles,s32_2206,daedalus designs imports,lille,France,rance,martine,small,
10237,26,40.23,2,1045.98,,shipped,2,4,2004,motorcycles,s32_2206,vitachrome inc.,nyc,Usa,frick,michael,small,
10252,36,48.28,6,1738.08,2004-05-26,shipped,2,5,2004,motorcycles,s32_2206,auto canal petit,paris,France,perrier,dominique,small,
10264,20,32.59,4,651.8,2004-06-30,shipped,2,6,2004,motorcycles,s32_2206,gifts4allages.com,boston,Usa,yoshido,juri,small,
10276,27,36.61,10,988.47,,shipped,3,8,2004,motorcycles,s32_2206,online mini collectables,brickhaven,Usa,barajas,miguel,small,
10285,37,41.03,1,1518.11,2004-08-27,shipped,3,8,2004,motorcycles,s32_2206,marta's replicas co.,cambridge,Usa,hernandez,marta,small,
10299,24,42.24,4,1013.76,2004-09-30,shipped,3,9,2004,motorcycles,s32_2206,"toys of finland, co.",helsinki,Finland,karttunen,matti,small,
10310,36,43.05,17,1549.8,2004-10-16,shipped,4,10,2004,motorcycles,s32_2206,"toms spezialitten, ltd",koln,Germany,pfalzheim,henriette,small,
10319,29,38.22,5,1108.38,,shipped,4,11,2004,motorcycles,s32_2206,microscale inc.,nyc,Usa,kuo,kee,small,
10331,28,100.0,3,4102.56,2004-11-17,shipped,4,11,2004,motorcycles,s32_2206,motor mint distributors inc.,philadelphia,Usa,hernandez,rosa,medium,
10343,29,100.0,5,3713.16,2004-11-24,shipped,4,11,2004,motorcycles,s32_2206,reims collectables,reims,France,henriot,paul,medium,
10355,38,39.83,10,1513.54,,shipped,4,12,2004,motorcycles,s32_2206,euro shopping channel,madrid,Spain,freyre,diego,small,
10364,48,48.28,1,2317.44,,shipped,1,1,2005,motorcycles,s32_2206,marseille mini autos,marseille,France,lebihan,laurence,small,
10378,40,82.46,1,3298.4,,shipped,1,2,2005,motorcycles,s32_2206,euro shopping channel,madrid,Spain,freyre,diego,medium,
10390,41,44.56,11,1826.96,,shipped,1,3,2005,motorcycles,s32_2206,mini gifts distributors ltd.,san rafael,Usa,nelson,valarie,small,
10403,30,40.23,2,1206.9,,shipped,2,4,2005,motorcycles,s32_2206,"uk collectables, ltd.",liverpool,Uk,devon,elizabeth,small,
10104,35,47.62,11,1666.7,2003-01-31,shipped,1,1,2003,trucks and buses,s32_2509,euro shopping channel,madrid,Spain,freyre,diego,small,
10114,28,55.73,2,1560.44,,shipped,2,4,2003,trucks and buses,s32_2509,"la corne d'abondance, co.",paris,France,bertrand,marie,small,
10127,45,51.95,13,2337.75,,shipped,2,6,2003,trucks and buses,s32_2509,muscle machine inc,nyc,Usa,young,jeff,small,
10141,24,45.99,7,1103.76,,shipped,3,8,2003,trucks and buses,s32_2509,suominen souveniers,espoo,Finland,suominen,kalle,small,
10151,41,63.85,5,2617.85,2003-09-21,shipped,3,9,2003,trucks and buses,s32_2509,"oulu toy supplies, inc.",oulu,Finland,koskitalo,pirkko,small,
10165,48,45.99,14,2207.52,2003-10-22,shipped,4,10,2003,trucks and buses,s32_2509,"dragon souveniers, ltd.",singapore,Singapore,natividad,eric,small,
10175,50,63.31,3,3165.5,,shipped,4,11,2003,trucks and buses,s32_2509,"stylish desk decors, co.",london,Uk,brown,ann,medium,
10184,33,62.77,8,2071.41,2003-11-14,shipped,4,11,2003,trucks and buses,s32_2509,"iberia gift imports, corp.",sevilla,Spain,roel,jose pedro,small,
10195,32,43.29,8,1385.28,2003-11-25,shipped,4,11,2003,trucks and buses,s32_2509,mini classics,white plains,Usa,frick,steve,small,
10207,27,60.06,9,1621.62,,shipped,4,12,2003,trucks and buses,s32_2509,diecast collectables,boston,Usa,franco,valarie,small,
10219,35,55.19,4,1931.65,,shipped,1,2,2004,trucks and buses,s32_2509,signal collectibles ltd.,brisbane,Usa,taylor,sue,small,
10229,23,54.11,3,1244.53,,shipped,1,3,2004,trucks and buses,s32_2509,mini gifts distributors ltd.,san rafael,Usa,nelson,valarie,small,
10246,35,48.7,7,1704.5,,shipped,2,5,2004,trucks and buses,s32_2509,euro shopping channel,madrid,Spain,freyre,diego,small,
10259,40,43.83,6,1753.2,2004-06-15,shipped,2,6,2004,trucks and buses,s32_2509,handji gifts& co,singapore,Singapore,victorino,wendy,small,
10271,35,47.62,7,1666.7,2004-07-20,shipped,3,7,2004,trucks and buses,s32_2509,mini gifts distributors ltd.,san rafael,Usa,nelson,valarie,small,
10281,31,55.19,3,1710.89,2004-08-19,shipped,3,8,2004,trucks and buses,s32_2509,diecast classics inc.,allentown,Usa,yu,kyung,small,
10292,50,46.53,10,2326.5,,shipped,3,9,2004,trucks and buses,s32_2509,land of toys inc.,nyc,Usa,yu,kwai,small,
10305,40,57.9,7,2316.0,2004-10-13,shipped,4,10,2004,trucks and buses,s32_2509,marta's replicas co.,cambridge,Usa,hernandez,marta,small,
10313,38,45.45,1,1727.1,2004-10-22,shipped,4,10,2004,trucks and buses,s32_2509,canadian gift exchange network,vancouver,Canada,tannamuri,yoshi,small,
10325,38,100.0,3,8844.12,,shipped,4,11,2004,trucks and buses,s32_2509,baane mini imports,stavern,Norway,bergulfsen,jonas,large,
10335,40,60.6,3,2424.0,2004-11-19,shipped,4,11,2004,trucks and buses,s32_2509,mini gifts distributors ltd.,san rafael,Usa,nelson,valarie,small,
10349,33,46.53,1,1535.49,,shipped,4,12,2004,trucks and buses,s32_2509,muscle machine inc,nyc,Usa,young,jeff,small,
10359,36,100.0,3,6358.68,2004-12-15,shipped,4,12,2004,trucks and buses,s32_2509,reims collectables,reims,France,henriot,paul,medium,
10371,20,66.47,2,1329.4,2005-01-23,shipped,1,1,2005,trucks and buses,s32_2509,mini gifts distributors ltd.,san rafael,Usa,nelson,valarie,small,
10383,32,53.18,5,1701.76,2005-02-22,shipped,1,2,2005,trucks and buses,s32_2509,euro shopping channel,madrid,Spain,freyre,diego,small,
10394,36,62.77,3,2259.72,2005-03-15,shipped,1,3,2005,trucks and buses,s32_2509,euro shopping channel,madrid,Spain,freyre,diego,small,
10412,19,48.7,7,925.3,,shipped,2,5,2005,trucks and buses,s32_2509,euro shopping channel,madrid,Spain,freyre,diego,small,
10425,11,43.83,6,482.13,2005-05-31,in process,2,5,2005,trucks and buses,s32_2509,la rochelle gifts,nantes,France,labrune,janine,small,
10104,49,65.87,4,3227.63,2003-01-31,shipped,1,1,2003,trains,s32_3207,euro shopping channel,madrid,Spain,freyre,diego,medium,
10116,27,63.38,1,1711.26,,shipped,2,4,2003,trains,s32_3207,royale belge,charleroi,Belgium,cartrain,pascale,small,
10127,29,70.84,6,2054.36,,shipped,2,6,2003,trains,s32_3207,muscle machine inc,nyc,Usa,young,jeff,small,
10142,42,74.57,16,3131.94,,shipped,3,8,2003,trains,s32_3207,mini gifts distributors ltd.,san rafael,Usa,nelson,valarie,medium,
10152,33,50.95,2,1681.35,2003-09-25,shipped,3,9,2003,trains,s32_3207,"australian gift network, co",south brisbane,Australia,calaghan,tony,small,
10165,44,53.44,7,2351.36,2003-10-22,shipped,4,10,2003,trains,s32_3207,"dragon souveniers, ltd.",singapore,Singapore,natividad,eric,small,
10176,22,64.0,6,1408.0,,shipped,4,11,2003,trains,s32_3207,l'ordine souveniers,reggio emilia,Italy,moroni,maurizio,small,
10184,48,50.95,1,2445.6,2003-11-14,shipped,4,11,2003,trains,s32_3207,"iberia gift imports, corp.",sevilla,Spain,roel,jose pedro,small,
10195,33,54.68,1,1804.44,2003-11-25,shipped,4,11,2003,trains,s32_3207,mini classics,white plains,Usa,frick,steve,small,
10207,45,56.55,2,2544.75,,shipped,4,12,2003,trains,s32_3207,diecast collectables,boston,Usa,franco,valarie,small,
10220,20,52.82,6,1056.4,,shipped,1,2,2004,trains,s32_3207,"clover collections, co.",dublin,Ireland,cassidy,dean,small,
10230,46,60.9,4,2801.4,2004-03-15,shipped,1,3,2004,trains,s32_3207,"blauer see auto, co.",frankfurt,Germany,keitel,roland,small,
10247,40,49.71,6,1988.4,,shipped,2,5,2004,trains,s32_3207,suominen souveniers,espoo,Finland,suominen,kalle,small,
10272,45,64.63,6,2908.35,2004-07-20,shipped,3,7,2004,trains,s32_3207,diecast classics inc.,allentown,Usa,yu,kyung,small,
10282,36,59.65,9,2147.4,2004-08-20,shipped,3,8,2004,trains,s32_3207,mini gifts distributors ltd.,san rafael,Usa,nelson,valarie,small,
10292,31,67.73,3,2099.63,,shipped,3,9,2004,trains,s32_3207,land of toys inc.,nyc,Usa,yu,kwai,small,
10306,46,50.33,17,2315.18,2004-10-14,shipped,4,10,2004,trains,s32_3207,"av stores, co.",manchester,Uk,ashworth,victoria,small,
10314,35,66.49,9,2327.15,2004-10-22,shipped,4,10,2004,trains,s32_3207,heintze collectables,aaarhus,Denmark,ibsen,palle,small,
10325,28,100.0,2,5377.4,,shipped,4,11,2004,trains,s32_3207,baane mini imports,stavern,Norway,bergulfsen,jonas,medium,
10336,31,84.71,9,2626.01,2004-11-20,shipped,4,11,2004,trains,s32_3207,"la corne d'abondance, co.",paris,France,bertrand,marie,small,
10350,27,100.0,14,4406.4,,shipped,4,12,2004,trains,s32_3207,euro shopping channel,madrid,Spain,freyre,diego,medium,
10359,22,100.0,1,4301.22,2004-12-15,shipped,4,12,2004,trains,s32_3207,reims collectables,reims,France,henriot,paul,medium,
10371,30,99.55,11,2986.5,2005-01-23,shipped,1,1,2005,trains,s32_3207,mini gifts distributors ltd.,san rafael,Usa,nelson,valarie,small,
10383,44,36.07,8,1587.08,2005-02-22,shipped,1,2,2005,trains,s32_3207,euro shopping channel,madrid,Spain,freyre,diego,small,
10394,30,60.28,4,1808.4,2005-03-15,shipped,1,3,2005,trains,s32_3207,euro shopping channel,madrid,Spain,freyre,diego,small,
10413,24,49.71,6,1193.04,,shipped,2,5,2005,trains,s32_3207,gift depot inc.,bridgewater,Usa,king,julie,small,
10103,45,75.63,7,3403.35,2003-01-29,shipped,1,1,2003,trucks and buses,s32_3522,baane mini imports,stavern,Norway,bergulfsen,jonas,medium,
10113,23,68.52,1,1575.96,2003-03-26,shipped,1,3,2003,trucks and buses,s32_3522,mini gifts distributors ltd.,san rafael,Usa,nelson,valarie,small,
10126,26,62.7,7,1630.2,2003-05-28,shipped,2,5,2003,trucks and buses,s32_3522,"corrida auto replicas, ltd",madrid,Spain,sommer,mart¡n,small,
10140,28,60.76,7,1701.28,2003-07-24,shipped,3,7,2003,trucks and buses,s32_3522,technics stores inc.,burlingame,Usa,hirano,juri,small,
10150,49,58.18,4,2850.82,2003-09-19,shipped,3,9,2003,trucks and buses,s32_3522,"dragon souveniers, ltd.",singapore,Singapore,natividad,eric,small,
10164,49,54.94,5,2692.06,2003-10-21,resolved,4,10,2003,trucks and buses,s32_3522,mini auto werke,graz,Austria,mendel,roland,small,
10175,29,74.98,12,2174.42,,shipped,4,11,2003,trucks and buses,s32_3522,"stylish desk decors, co.",london,Uk,brown,ann,small,
10183,49,64.64,4,3167.36,2003-11-13,shipped,4,11,2003,trucks and buses,s32_3522,"classic gift ideas, inc",philadelphia,Usa,cervantes,francisca,medium,
10194,39,54.94,7,2142.66,2003-11-25,shipped,4,11,2003,trucks and buses,s32_3522,"saveley & henriot, co.",lyon,France,saveley,mary,small,
10206,36,58.82,2,2117.52,,shipped,4,12,2003,trucks and buses,s32_3522,canadian gift exchange network,vancouver,Canada,tannamuri,yoshi,small,
10217,39,62.05,7,2419.95,,shipped,1,2,2004,trucks and buses,s32_3522,handji gifts& co,singapore,Singapore,victorino,wendy,small,
10229,30,73.04,12,2191.2,,shipped,1,3,2004,trucks and buses,s32_3522,mini gifts distributors ltd.,san rafael,Usa,nelson,valarie,small,
10245,44,69.16,5,3043.04,,shipped,2,5,2004,trucks and buses,s32_3522,super scale inc.,new haven,Usa,murphy,leslie,medium,
10258,20,61.41,2,1228.2,2004-06-15,shipped,2,6,2004,trucks and buses,s32_3522,"tokyo collectables, ltd",minato-ku,Japan,shimamura,akiko,small,
10270,21,63.35,5,1330.35,2004-07-19,shipped,3,7,2004,trucks and buses,s32_3522,souveniers and things co.,chatswood,Australia,huxley,adrian,small,
10281,36,77.57,12,2792.52,2004-08-19,shipped,3,8,2004,trucks and buses,s32_3522,diecast classics inc.,allentown,Usa,yu,kyung,small,
10291,32,71.75,7,2296.0,,shipped,3,9,2004,trucks and buses,s32_3522,scandinavian gift ideas,boras,Sweden,larsson,maria,small,
10304,36,73.04,2,2629.44,,shipped,4,10,2004,trucks and buses,s32_3522,auto assoc. & cie.,versailles,France,tonini,daniel,small,
10313,34,56.24,10,1912.16,2004-10-22,shipped,4,10,2004,trucks and buses,s32_3522,canadian gift exchange network,vancouver,Canada,tannamuri,yoshi,small,
10324,48,100.0,4,8209.44,,shipped,4,11,2004,trucks and buses,s32_3522,vitachrome inc.,nyc,Usa,frick,michael,large,
10333,33,73.69,4,2431.77,2004-11-18,shipped,4,11,2004,trucks and buses,s32_3522,mini wheels co.,san francisco,Usa,murphy,julie,small,
10348,31,100.0,5,3139.99,,shipped,4,11,2004,trucks and buses,s32_3522,"corrida auto replicas, ltd",madrid,Spain,sommer,mart¡n,medium,
10358,36,100.0,2,5669.64,,shipped,4,12,2004,trucks and buses,s32_3522,euro shopping channel,madrid,Spain,freyre,diego,medium,
10370,25,100.0,3,3160.25,2005-01-20,shipped,1,1,2005,trucks and buses,s32_3522,"anna's decorations, ltd",north sydney,Australia,o'hara,anna,medium,
10382,48,100.0,8,6799.68,2005-02-17,shipped,1,2,2005,trucks and buses,s32_3522,mini gifts distributors ltd.,san rafael,Usa,nelson,valarie,medium,
10411,27,69.16,5,1867.32,,shipped,2,5,2005,trucks and buses,s32_3522,quebec home shopping network,montreal,Canada,fresnisre,jean,small,
10424,44,61.41,2,2702.04,2005-05-31,in process,2,5,2005,trucks and buses,s32_3522,euro shopping channel,madrid,Spain,freyre,diego,small,
10106,33,72.92,5,2406.36,2003-02-17,shipped,1,2,2003,vintage cars,s32_4289,rovelli gifts,bergamo,Italy,rovelli,giovanni,small,
10120,29,72.23,11,2094.67,2003-04-29,shipped,2,4,2003,vintage cars,s32_4289,"australian collectors, co.",melbourne,Australia,ferguson,peter,small,
10133,49,57.1,6,2797.9,2003-06-27,shipped,2,6,2003,vintage cars,s32_4289,euro shopping channel,madrid,Spain,freyre,diego,small,
10144,20,81.86,1,1637.2,2003-08-13,shipped,3,8,2003,vintage cars,s32_4289,royale belge,charleroi,Belgium,cartrain,pascale,small,
10168,31,73.61,12,2281.91,2003-10-28,shipped,4,10,2003,vintage cars,s32_4289,technics stores inc.,burlingame,Usa,hirano,juri,small,
10210,39,59.16,10,2307.24,,shipped,1,1,2004,vintage cars,s32_4289,osaka souveniers co.,osaka,Japan,kentary,mory,small,
10223,20,66.04,12,1320.8,2004-02-20,shipped,1,2,2004,vintage cars,s32_4289,"australian collectors, co.",melbourne,Australia,ferguson,peter,small,
10235,34,77.73,6,2642.82,,shipped,2,4,2004,vintage cars,s32_4289,"royal canadian collectables, ltd.",tsawassen,Canada,lincoln,elizabeth,small,
10250,50,61.22,7,3061.0,,shipped,2,5,2004,vintage cars,s32_4289,the sharp gifts warehouse,san jose,Usa,frick,sue,medium,
10262,40,79.11,2,3164.4,2004-06-24,cancelled,2,6,2004,vintage cars,s32_4289,euro shopping channel,madrid,Spain,freyre,diego,medium,
10275,28,63.97,12,1791.16,2004-07-23,shipped,3,7,2004,vintage cars,s32_4289,la rochelle gifts,nantes,France,labrune,janine,small,
10284,50,81.86,4,4093.0,2004-08-21,shipped,3,8,2004,vintage cars,s32_4289,"norway gifts by mail, co.",oslo,Norway,klaeboe,jan,medium,
10297,28,79.8,7,2234.4,2004-09-16,shipped,3,9,2004,vintage cars,s32_4289,"clover collections, co.",dublin,Ireland,cassidy,dean,small,
10308,46,66.04,10,3037.84,2004-10-15,shipped,4,10,2004,vintage cars,s32_4289,mini classics,white plains,Usa,frick,steve,medium,
10316,24,59.16,2,1419.84,,shipped,4,11,2004,vintage cars,s32_4289,giftsbymail.co.uk,cowes,Uk,bennett,helen,small,
10328,24,81.17,5,1948.08,,shipped,4,11,2004,vintage cars,s32_4289,rovelli gifts,bergamo,Italy,rovelli,giovanni,small,
10340,39,59.16,3,2307.24,2004-11-24,shipped,4,11,2004,vintage cars,s32_4289,enaco distributors,barcelona,Spain,saavedra,eduardo,small,
10353,40,44.51,7,1780.4,,shipped,4,12,2004,vintage cars,s32_4289,gift ideas corp.,glendale,Usa,lewis,dan,small,
10361,49,72.33,2,3544.17,2004-12-17,shipped,4,12,2004,vintage cars,s32_4289,souveniers and things co.,chatswood,Australia,huxley,adrian,medium,
10375,44,82.26,4,3619.44,,shipped,1,2,2005,vintage cars,s32_4289,la rochelle gifts,nantes,France,labrune,janine,medium,
10388,35,100.0,8,3918.95,,shipped,1,3,2005,vintage cars,s32_4289,fungiftideas.com,new bedford,Usa,benitez,violeta,medium,
10398,22,67.41,4,1483.02,2005-03-30,shipped,1,3,2005,vintage cars,s32_4289,reims collectables,reims,France,henriot,paul,small,
10401,62,77.73,6,4819.26,,on hold,2,4,2005,vintage cars,s32_4289,tekni collectables inc.,newark,Usa,brown,william,medium,
10416,26,61.22,7,1591.72,,shipped,2,5,2005,vintage cars,s32_4289,l'ordine souveniers,reggio emilia,Italy,moroni,maurizio,small,
10108,31,100.0,16,3669.78,,shipped,1,3,2003,motorcycles,s32_4485,cruz & sons co.,makati city,Philippines,cruz,arnold,medium,
10121,25,86.74,3,2168.5,,shipped,2,5,2003,motorcycles,s32_4485,reims collectables,reims,France,henriot,paul,small,
10135,30,89.8,17,2694.0,,shipped,3,7,2003,motorcycles,s32_4485,mini gifts distributors ltd.,san rafael,Usa,nelson,valarie,small,
10145,27,100.0,4,3251.34,2003-08-25,shipped,3,8,2003,motorcycles,s32_4485,toys4grownups.com,pasadena,Usa,young,julie,medium,
10159,23,100.0,12,2347.15,,shipped,4,10,2003,motorcycles,s32_4485,corporate gift ideas co.,san francisco,Usa,brown,julie,small,
10169,34,100.0,12,3920.88,,shipped,4,11,2003,motorcycles,s32_4485,"anna's decorations, ltd",north sydney,Australia,o'hara,anna,medium,
10180,22,100.0,7,2514.6,,shipped,4,11,2003,motorcycles,s32_4485,daedalus designs imports,lille,France,rance,martine,small,
10190,42,85.72,4,3600.24,2003-11-19,shipped,4,11,2003,motorcycles,s32_4485,euro shopping channel,madrid,Spain,freyre,diego,medium,
10211,37,100.0,12,4040.03,2004-01-15,shipped,1,1,2004,motorcycles,s32_4485,auto canal petit,paris,France,perrier,dominique,medium,
10224,30,100.0,5,3336.9,2004-02-21,shipped,1,2,2004,motorcycles,s32_4485,daedalus designs imports,lille,France,rance,martine,medium,
10237,27,100.0,5,3113.64,,shipped,2,4,2004,motorcycles,s32_4485,vitachrome inc.,nyc,Usa,frick,michael,medium,
10252,25,100.0,9,2832.0,2004-05-26,shipped,2,5,2004,motorcycles,s32_4485,auto canal petit,paris,France,perrier,dominique,small,
10264,34,97.97,7,3330.98,2004-06-30,shipped,2,6,2004,motorcycles,s32_4485,gifts4allages.com,boston,Usa,yoshido,juri,medium,
10276,38,100.0,13,4304.64,,shipped,3,8,2004,motorcycles,s32_4485,online mini collectables,brickhaven,Usa,barajas,miguel,medium,
10285,26,100.0,4,2600.26,2004-08-27,shipped,3,8,2004,motorcycles,s32_4485,marta's replicas co.,cambridge,Usa,hernandez,marta,small,
10299,38,100.0,7,4382.16,2004-09-30,shipped,3,9,2004,motorcycles,s32_4485,"toys of finland, co.",helsinki,Finland,karttunen,matti,medium,
10309,50,84.7,3,4235.0,2004-10-15,shipped,4,10,2004,motorcycles,s32_4485,baane mini imports,stavern,Norway,bergulfsen,jonas,medium,
10319,22,100.0,8,2626.8,,shipped,4,11,2004,motorcycles,s32_4485,microscale inc.,nyc,Usa,kuo,kee,small,
10331,32,100.0,4,5026.56,2004-11-17,shipped,4,11,2004,motorcycles,s32_4485,motor mint distributors inc.,philadelphia,Usa,hernandez,rosa,medium,
10341,31,71.02,4,2201.62,2004-11-24,shipped,4,11,2004,motorcycles,s32_4485,salzburg collectables,salzburg,Austria,pipps,georg,small,
10355,40,100.0,5,4326.8,,shipped,4,12,2004,motorcycles,s32_4485,euro shopping channel,madrid,Spain,freyre,diego,medium,
10365,22,100.0,3,3425.18,,shipped,1,1,2005,motorcycles,s32_4485,mini creations ltd.,new bedford,Usa,tam,wing c,medium,
10375,41,100.0,15,4701.88,,shipped,1,2,2005,motorcycles,s32_4485,la rochelle gifts,nantes,France,labrune,janine,medium,
